label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.4550665616989136,0.5836994647979736,-6.535676106977917e-07,0.5698677897453308,0.5073099732398987,-0.03426751121878624,0.6398922204971313,0.37476566433906555,-0.0412537157535553,0.6519061326980591,0.2637600898742676,-0.050161220133304596,0.6345075964927673,0.17856499552726746,-0.05249406397342682,0.5469146370887756,0.27191078662872314,-0.0029529305174946785,0.5879600644111633,0.20942622423171997,-0.06870709359645844,0.5947824120521545,0.30832186341285706,-0.10676207393407822,0.5935059785842896,0.3940401077270508,-0.11689719557762146,0.46896374225616455,0.28277966380119324,-0.004020225256681442,0.5208624005317688,0.23336085677146912,-0.07624273002147675,0.5325965285301208,0.35145503282546997,-0.09384047240018845,0.5363191962242126,0.44036048650741577,-0.0833117887377739,0.3963378667831421,0.30430081486701965,-0.015993259847164154,0.4590945243835449,0.29374581575393677,-0.08578463643789291,0.47036266326904297,0.40471893548965454,-0.07477512210607529,0.4693574905395508,0.47607719898223877,-0.04331592470407486,0.32491201162338257,0.33462458848953247,-0.030895959585905075,0.3917996883392334,0.32344838976860046,-0.07138805091381073,0.40497979521751404,0.40884771943092346,-0.056391749531030655,0.40341028571128845,0.46115028858184814,-0.029736164957284927
A,0.4846786558628082,0.6141399145126343,-8.086668685791665e-07,0.6021490097045898,0.5439079999923706,-0.025800904259085655,0.6761995553970337,0.4074472486972809,-0.0306481271982193,0.6892049312591553,0.2915162742137909,-0.03777024894952774,0.676673412322998,0.2075663059949875,-0.038729362189769745,0.5771085619926453,0.29505065083503723,-0.011135382577776909,0.630575954914093,0.23424620926380157,-0.07005605846643448,0.636666476726532,0.332573264837265,-0.10247742384672165,0.6325045824050903,0.416311115026474,-0.1107456311583519,0.4971947968006134,0.2995212972164154,-0.01337809581309557,0.5647575259208679,0.2737348675727844,-0.07168383151292801,0.5740652084350586,0.3868887424468994,-0.08253107964992523,0.5729014873504639,0.4694596827030182,-0.07315437495708466,0.42570924758911133,0.3186666667461395,-0.024281371384859085,0.5025606751441956,0.3280887305736542,-0.0802636593580246,0.5146458148956299,0.4361645579338074,-0.06724011152982712,0.5121966004371643,0.509503185749054,-0.04055565223097801,0.3570280075073242,0.34786128997802734,-0.03805088996887207,0.43337681889533997,0.3621285557746887,-0.07138734310865402,0.44672125577926636,0.4498867690563202,-0.05959577113389969,0.44469380378723145,0.5046476721763611,-0.03816736117005348
A,0.72353595495224,0.6741425395011902,-6.06461924235191e-07,0.7966175079345703,0.6178171634674072,-0.03120996244251728,0.8478946685791016,0.5131163597106934,-0.03645426407456398,0.8624959588050842,0.42629125714302063,-0.04117121919989586,0.8588913679122925,0.3573996424674988,-0.04196596145629883,0.7998915910720825,0.4449519217014313,-0.0055069997906684875,0.7953630089759827,0.38425248861312866,-0.047079898416996,0.7770410180091858,0.4457390010356903,-0.07183466851711273,0.7717664241790771,0.5077893137931824,-0.07806266844272614,0.735761821269989,0.45374706387519836,-0.0006989413523115218,0.729905366897583,0.39706185460090637,-0.04745630919933319,0.7211148142814636,0.47364896535873413,-0.06235026195645332,0.725120484828949,0.5436546802520752,-0.05711818113923073,0.679223895072937,0.4683060050010681,-0.003365036565810442,0.6733595728874207,0.4278710186481476,-0.04835031181573868,0.6773755550384521,0.5051711201667786,-0.044980354607105255,0.6873639225959778,0.5680230259895325,-0.02633516676723957,0.6280648112297058,0.48904022574424744,-0.008459209464490414,0.6232557892799377,0.4535656273365021,-0.038393184542655945,0.6304258704185486,0.5096750855445862,-0.031510528177022934,0.6406707167625427,0.555747389793396,-0.01459476538002491
A,0.7131981253623962,0.7527099847793579,-4.978732022209442e-07,0.8300279974937439,0.6511815786361694,-0.04224412143230438,0.8974705934524536,0.49811452627182007,-0.055669378489255905,0.8959003686904907,0.3707355856895447,-0.07260439544916153,0.8823055028915405,0.2650375962257385,-0.0813932791352272,0.7830389142036438,0.3824383616447449,-0.004936726298183203,0.8191176056861877,0.3044387102127075,-0.08449497818946838,0.8327776789665222,0.4062217175960541,-0.13037501275539398,0.8353909254074097,0.4989480972290039,-0.1438840925693512,0.6965959668159485,0.40275293588638306,-0.010255546309053898,0.7468341588973999,0.3330135941505432,-0.09891713410615921,0.7696095108985901,0.46572479605674744,-0.1235104575753212,0.7800843715667725,0.5668550133705139,-0.11519358307123184,0.6133502721786499,0.43583279848098755,-0.028246741741895676,0.6787256002426147,0.3942320644855499,-0.12061221897602081,0.7019360065460205,0.5314323306083679,-0.1093829795718193,0.708634614944458,0.6229377388954163,-0.07149286568164825,0.5295337438583374,0.48190969228744507,-0.04952292889356613,0.6040261387825012,0.4491112232208252,-0.10896792262792587,0.6327235698699951,0.5452987551689148,-0.09427259117364883,0.6381296515464783,0.6120679974555969,-0.0632825717329979
A,0.7181761860847473,0.7614556550979614,-4.897135568171507e-07,0.8340948820114136,0.6666700839996338,-0.04110338166356087,0.9043534994125366,0.5044276118278503,-0.052253711968660355,0.902589738368988,0.3747220039367676,-0.06652350723743439,0.8898457288742065,0.2720741927623749,-0.07291854172945023,0.7931130528450012,0.39332032203674316,-0.008201598189771175,0.8278660774230957,0.3208106458187103,-0.08755061030387878,0.839524507522583,0.4240243136882782,-0.1319708526134491,0.8437079191207886,0.5170385241508484,-0.1442657709121704,0.7050368189811707,0.4130704998970032,-0.0139887360855937,0.7562649846076965,0.3486412465572357,-0.10192665457725525,0.7766286134719849,0.47972649335861206,-0.12394968420267105,0.7879670858383179,0.5817696452140808,-0.11388169229030609,0.6217321157455444,0.44516631960868835,-0.03230920061469078,0.6847807168960571,0.4040262699127197,-0.12355182319879532,0.7077119946479797,0.5418277382850647,-0.11144495010375977,0.7175446152687073,0.6366498470306396,-0.07343941926956177,0.540337324142456,0.4905819892883301,-0.054005399346351624,0.6109186410903931,0.45986002683639526,-0.1144319400191307,0.6394942998886108,0.5562365651130676,-0.10123958438634872,0.6488926410675049,0.6246449947357178,-0.07127543538808823
A,0.7229146361351013,0.7757337093353271,-5.385452936934598e-07,0.8387646079063416,0.677772045135498,-0.04152682423591614,0.9070949554443359,0.5230599641799927,-0.05437199026346207,0.9101458191871643,0.3938125967979431,-0.07102333009243011,0.8962491750717163,0.2872159481048584,-0.07991514354944229,0.803605318069458,0.4065229296684265,-0.0016954055754467845,0.8362472057342529,0.3273838758468628,-0.08273324370384216,0.8494320511817932,0.427606463432312,-0.1307811439037323,0.8530474305152893,0.5214346647262573,-0.14487989246845245,0.7176503539085388,0.4252711236476898,-0.007049716543406248,0.7636404037475586,0.354929119348526,-0.0950789600610733,0.7832931876182556,0.4862329959869385,-0.1198035329580307,0.7936968803405762,0.5877498388290405,-0.11108823865652084,0.6334842443466187,0.45714637637138367,-0.025564437732100487,0.6930209398269653,0.4178655743598938,-0.11710675060749054,0.7133989334106445,0.5525981783866882,-0.10688214004039764,0.7218175530433655,0.6429846286773682,-0.06928631663322449,0.5499168038368225,0.5022044777870178,-0.047365233302116394,0.6185122132301331,0.4688698649406433,-0.10526879876852036,0.6457850337028503,0.5630664229393005,-0.09062778204679489,0.6533600687980652,0.6299380660057068,-0.05957135558128357
A,0.71872478723526,0.78351891040802,-5.353739993552153e-07,0.8430609107017517,0.6865111589431763,-0.041437022387981415,0.9142007827758789,0.534774661064148,-0.054029688239097595,0.91451096534729,0.4057583808898926,-0.07048282772302628,0.9061985015869141,0.29995983839035034,-0.07914245128631592,0.8079712986946106,0.417186975479126,-0.0009436128311790526,0.8454664349555969,0.3376631438732147,-0.08289079368114471,0.8541760444641113,0.4377061128616333,-0.13107743859291077,0.8549526333808899,0.5323091745376587,-0.14538589119911194,0.7211999297142029,0.43340855836868286,-0.007172111421823502,0.7705326080322266,0.3580247163772583,-0.09763245284557343,0.7857073545455933,0.4878814220428467,-0.12348074465990067,0.7949061393737793,0.5918062329292297,-0.11461518704891205,0.6369838714599609,0.4641019403934479,-0.026607980951666832,0.695945143699646,0.4182640612125397,-0.12007611244916916,0.7141165137290955,0.5533775687217712,-0.11000451445579529,0.7232498526573181,0.6462294459342957,-0.07194683700799942,0.5523345470428467,0.5104341506958008,-0.049292437732219696,0.6192424297332764,0.47369199991226196,-0.11014869809150696,0.6474519968032837,0.5692071318626404,-0.09634008258581161,0.6584365367889404,0.6386128067970276,-0.06507807970046997
A,0.7241830229759216,0.7843485474586487,-5.847692818861105e-07,0.8461741805076599,0.6887303590774536,-0.04513145983219147,0.9241253137588501,0.5363136529922485,-0.059808164834976196,0.9249776601791382,0.4044263958930969,-0.07656875252723694,0.9043211936950684,0.3007998466491699,-0.08531384915113449,0.8107462525367737,0.425232470035553,-0.015146749094128609,0.8420066237449646,0.34392061829566956,-0.091176338493824,0.8479315042495728,0.44957324862480164,-0.13128115236759186,0.8461022973060608,0.5420488715171814,-0.14149431884288788,0.723934531211853,0.44552749395370483,-0.018476489931344986,0.769790768623352,0.3720068037509918,-0.103269062936306,0.7845831513404846,0.5059309005737305,-0.12245018780231476,0.7903895378112793,0.6066910028457642,-0.11204104125499725,0.640535831451416,0.47694534063339233,-0.03396861255168915,0.698526918888092,0.42360374331474304,-0.12231852114200592,0.718143880367279,0.562030553817749,-0.10690227150917053,0.7244408130645752,0.6571884155273438,-0.06811968982219696,0.5565208196640015,0.5211388468742371,-0.053023677319288254,0.6206768155097961,0.4792931079864502,-0.11171436309814453,0.6496893167495728,0.5748925805091858,-0.09658101946115494,0.6576433777809143,0.6439548134803772,-0.06625877320766449
A,0.7166101336479187,0.7900837659835815,-6.162066483739181e-07,0.8357791304588318,0.7060563564300537,-0.04432949051260948,0.9177780747413635,0.552251398563385,-0.056410208344459534,0.9289307594299316,0.4221477508544922,-0.0710754469037056,0.9216282963752747,0.3158056437969208,-0.07784615457057953,0.8191654682159424,0.42997002601623535,-0.006069341208785772,0.8530718684196472,0.3518875539302826,-0.0853712260723114,0.8513817191123962,0.4569935202598572,-0.1301276534795761,0.8446764945983887,0.5526605248451233,-0.1419137865304947,0.7306949496269226,0.44648775458335876,-0.009522044099867344,0.7750754952430725,0.374744176864624,-0.09622244536876678,0.7816788554191589,0.5057328939437866,-0.11831799149513245,0.786446750164032,0.6103879809379578,-0.10719197988510132,0.6453474760055542,0.47560083866119385,-0.026211103424429893,0.6969879269599915,0.4317168891429901,-0.11540361493825912,0.7112722396850586,0.5673008561134338,-0.10368417948484421,0.7199504971504211,0.6604782342910767,-0.06543007493019104,0.560178816318512,0.5176724195480347,-0.0463462695479393,0.6196455359458923,0.4808782637119293,-0.1034160777926445,0.6421414017677307,0.5754749178886414,-0.08861003816127777,0.6508329510688782,0.6422861814498901,-0.05741708725690842
A,0.7104706764221191,0.783462405204773,-5.004977765565854e-07,0.8348969221115112,0.7056558132171631,-0.04880163446068764,0.9160525798797607,0.5531069040298462,-0.06391847878694534,0.9218969345092773,0.41815996170043945,-0.0801263228058815,0.9168202877044678,0.310659259557724,-0.08821741491556168,0.8176738619804382,0.4425307512283325,-0.018828805536031723,0.8526161313056946,0.3576584458351135,-0.09944622963666916,0.8509848713874817,0.46158599853515625,-0.141326904296875,0.8436378836631775,0.5578535199165344,-0.1516166478395462,0.7296465635299683,0.457206130027771,-0.020990801975131035,0.7750250697135925,0.3799906075000763,-0.11217744648456573,0.7815355062484741,0.5137923359870911,-0.13347813487052917,0.7830550670623779,0.6199153661727905,-0.12193039804697037,0.64516282081604,0.48280856013298035,-0.03601415827870369,0.6948882937431335,0.4311075210571289,-0.1306472271680832,0.7104480266571045,0.5696675181388855,-0.11716621369123459,0.7176788449287415,0.6650133728981018,-0.07745780795812607,0.5577577948570251,0.5201311707496643,-0.05447440966963768,0.6138651967048645,0.4866849482059479,-0.11822031438350677,0.6418094635009766,0.5831984281539917,-0.10571447014808655,0.6543314456939697,0.6495175957679749,-0.0758855864405632
